SeniorCitizen,tenure,TotalCharges,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No internet service,TechSupport_Yes,Churn_probabilidad
0,1,79.6,False,False,False,True,False,False,False,False,False,0.8374115120010553
0,72,8192.6,False,True,True,False,False,False,True,False,True,0.11240758955165125
0,3,247.25,False,False,False,True,False,False,False,False,False,0.831110860784976
0,28,1785.65,False,False,False,False,True,False,True,False,True,0.3022438143377799
0,39,2066.0,False,False,True,False,False,False,True,False,False,0.28837829216258054
0,33,826.1,False,True,True,False,False,True,False,True,False,0.027214549928364907
0,12,743.3,True,False,False,True,False,False,False,False,True,0.5362003412830507
0,1,74.5,False,False,False,True,False,False,False,False,False,0.8370553927184556
0,6,483.3,False,False,True,False,False,False,True,False,True,0.5177786401768696
0,3,244.85,False,False,False,False,True,False,True,False,False,0.5989975173191694
0,4,370.65,False,False,False,True,False,False,False,False,False,0.8307585566989008
0,34,3091.75,False,False,False,True,False,False,False,False,False,0.7336380593877336
0,1,19.95,False,False,False,False,True,True,False,True,False,0.4339753855831457
1,15,1426.75,False,False,False,False,True,False,True,False,True,0.535921708842717
0,1,24.75,False,False,False,True,False,False,False,False,False,0.8335484797351151
0,3,151.3,False,False,False,False,True,False,False,False,False,0.7169939881489477
0,1,20.1,False,False,False,False,True,True,False,True,False,0.4339942658276072
0,3,71.2,True,False,False,False,True,True,False,True,False,0.2501356269635202
0,30,2369.3,False,True,False,False,False,False,False,False,True,0.16440328717884697
0,5,259.8,False,False,True,False,False,False,True,False,True,0.5055899144852206
1,68,1396.0,False,True,True,False,False,True,False,True,False,0.005090000222769578
0,1,20.35,False,False,False,False,True,True,False,True,False,0.4340257333273935
0,5,412.5,False,False,False,True,False,False,False,False,False,0.8244392568449402
0,1,71.1,False,False,False,False,True,False,False,False,False,0.7349690354525077
0,13,218.55,True,False,False,False,True,True,False,True,False,0.15712557522469675
0,35,2835.9,False,False,True,False,False,False,False,False,True,0.4866166209719451
0,4,284.9,False,False,False,False,True,False,False,False,False,0.7175453268209645
0,9,190.25,False,False,False,True,False,False,False,False,False,0.7631236226398861
1,45,3778.1,False,False,False,False,False,False,True,False,True,0.39955028125258596
0,21,629.35,False,False,False,True,False,False,True,False,False,0.5074419609835056
0,26,2274.35,False,False,False,False,False,False,False,False,False,0.6729402382327309
0,1,85.0,False,False,False,True,False,False,False,False,False,0.8377878955762181
1,2,179.25,False,False,False,True,False,False,False,False,False,0.8737230699303254
0,11,829.3,False,False,False,False,True,False,False,False,True,0.5907646845285297
0,59,6557.75,True,False,True,False,False,False,True,False,False,0.3444621060574324
0,31,2674.15,False,False,False,False,False,False,False,False,False,0.6451253589607455
0,54,1342.15,True,False,False,False,False,True,False,True,False,0.027033370963614675
0,16,360.35,True,False,False,False,False,True,False,True,False,0.1696248156714851
1,9,494.05,False,False,False,True,False,False,True,False,False,0.7425330036844828
0,21,2119.5,False,False,False,True,False,False,False,False,False,0.7973116452891299
0,1,20.75,False,False,True,False,False,True,False,True,False,0.46595807678488793
0,23,1249.25,False,False,False,True,False,False,True,False,False,0.5537744352433268
1,7,527.9,False,False,False,False,True,False,False,False,False,0.7630522686485764
0,21,2215.0,False,False,False,False,True,False,True,False,False,0.5566333485006099
0,65,7082.85,False,True,False,False,False,False,False,False,True,0.1807272942142927
0,4,174.3,False,False,False,True,False,False,False,False,False,0.816138609555517
0,72,8033.1,False,True,False,False,False,False,True,False,True,0.11295260860450944
1,68,2965.75,False,True,False,True,False,False,True,False,False,0.03550421134854199
0,67,5598.3,True,False,False,False,False,False,True,False,False,0.17167124142589613
0,1,79.25,False,False,False,True,False,False,False,False,False,0.8373870925004275
0,69,6744.2,True,False,True,False,False,False,False,False,False,0.34772018538444655
0,60,5450.7,False,False,False,False,False,False,False,False,False,0.5284638089129962
0,3,262.05,False,False,False,False,True,False,False,False,True,0.6461994051176577
0,63,3707.6,False,True,False,True,False,False,True,False,False,0.05200530026269149
0,71,6589.6,False,True,False,False,True,False,True,False,True,0.04969448326076024
0,35,3110.1,True,False,True,False,False,False,True,False,True,0.22858602512140316
0,34,2416.1,False,False,True,False,False,False,False,False,False,0.5451412709858888
0,53,3729.6,False,True,False,False,True,False,True,False,True,0.03793990593813624
0,17,592.75,False,False,False,False,True,False,True,False,False,0.41561869600398527
0,1,60.0,False,False,False,True,False,False,True,False,True,0.6612414633931322
0,56,4557.5,True,False,False,True,False,False,False,False,False,0.3991387033712608
0,7,331.3,True,False,False,True,False,False,True,False,False,0.5175842278245993
0,67,7567.2,False,True,False,False,False,False,False,False,True,0.19865506639026273
0,11,688.5,False,False,False,True,False,False,False,False,True,0.7129463026895267
0,1,20.25,False,False,False,False,True,True,False,True,False,0.43401314626363807
0,2,62.0,False,False,False,False,True,True,False,True,False,0.42315336593052355
0,69,7240.65,False,True,False,False,False,False,False,False,True,0.15531285693079633
0,1,79.95,False,False,False,True,False,False,False,False,False,0.837435928546515
0,21,1862.9,False,False,False,True,False,False,False,False,False,0.7752318618492634
1,72,7133.1,True,False,True,False,False,False,False,False,False,0.42137128592515055
1,2,186.05,False,False,False,True,False,False,False,False,False,0.8741070024186881
0,57,1118.8,False,True,False,False,True,True,False,True,False,0.005864131310889896
0,1,89.55,False,False,False,True,False,False,False,False,False,0.8381044879055944
0,4,319.15,False,False,False,False,True,False,False,False,True,0.6378152833435389
0,2,61.05,False,False,False,False,True,True,False,True,False,0.42303454874826957
0,9,663.55,False,False,False,True,False,False,False,False,False,0.8041447061836521
0,71,7985.9,False,True,False,False,True,False,True,False,True,0.09661473193360777
0,13,251.25,False,False,False,False,True,True,False,True,False,0.28171020579988465
0,50,2230.85,True,False,False,False,False,False,False,False,False,0.16721062975529105
1,10,914.3,False,False,False,True,False,False,False,False,False,0.8563156922576307
1,64,6081.4,False,False,False,True,False,False,False,False,False,0.7073986913694483
0,1,69.8,False,False,False,True,False,False,False,False,False,0.8367266484061421
0,2,49.7,False,False,True,False,False,False,False,False,False,0.7450034285539956
0,30,3327.05,True,False,True,False,False,False,False,False,True,0.45011454141968715
0,7,593.45,False,False,False,True,False,False,False,False,False,0.8187588051916628
0,26,525.55,True,False,False,False,True,True,False,True,False,0.08493827811140855
0,20,1003.05,False,False,False,False,True,False,False,False,True,0.466179226530247
0,72,1776.0,False,True,False,False,True,True,False,True,False,0.003072010042675328
0,13,734.35,False,False,False,True,False,False,False,False,False,0.7659759424141329
0,70,5706.2,False,True,False,False,False,False,True,False,True,0.04221818314695074
0,3,96.85,False,False,False,True,False,False,False,False,True,0.7562965320637394
0,2,162.45,False,False,False,True,False,False,False,False,False,0.8342160994404625
1,72,8443.7,False,True,True,False,False,False,True,False,True,0.16412567706549808
1,33,2716.3,False,False,True,False,False,False,False,False,False,0.6705096920579457
1,15,1074.3,False,False,False,True,False,False,False,False,False,0.8232192248059957
0,1,29.15,False,False,False,False,True,False,False,False,True,0.6489695320013726
1,55,5617.75,False,False,False,True,False,False,True,False,False,0.6593973005781947
0,5,316.9,False,False,True,False,False,False,True,False,True,0.5129018704664076
0,3,251.75,False,False,False,False,False,False,False,False,True,0.6927777511168995
0,65,5844.65,True,False,False,True,False,False,True,False,True,0.21393304216673448
0,39,2343.85,True,False,False,True,False,False,True,False,False,0.2685426106705325
0,70,1940.85,False,True,False,False,False,True,False,True,False,0.0047240282029120985
0,34,3899.05,True,False,True,False,False,False,True,False,True,0.3216255114990175
0,30,1441.95,False,False,False,True,False,False,False,False,False,0.6060522327085873
0,12,617.15,False,False,False,False,False,False,False,False,False,0.6884100162854595
0,9,190.25,True,False,False,False,True,True,False,True,False,0.19289323303035394
0,49,2780.6,True,False,True,False,False,False,False,False,True,0.15068401652204902
0,7,313.45,False,False,False,False,True,False,False,False,False,0.6791201367599379
1,38,3147.15,False,False,False,True,False,False,True,False,False,0.6253262210775805
0,63,7049.75,False,True,True,False,False,False,True,False,True,0.1130121576259832
1,1,71.65,False,False,False,True,False,False,False,False,False,0.8748883725379063
0,30,2723.15,False,False,True,False,False,False,False,False,True,0.5541303347364055
0,23,1756.6,True,False,False,False,True,False,False,False,True,0.337689952415171
0,57,3894.4,False,True,False,False,True,False,False,False,True,0.05544414975548153
1,70,5411.4,False,True,True,False,False,False,False,False,False,0.11008070719578503
0,71,7382.25,False,True,False,False,False,False,True,False,False,0.1251305640690728
0,20,939.8,False,False,False,True,False,False,False,False,False,0.696530394932217
0,72,1787.35,False,True,False,False,False,True,False,True,False,0.0038321501333226523
0,22,1490.4,False,False,False,False,True,False,False,False,False,0.5906678824466344
0,15,378.6,False,False,False,True,False,True,False,True,False,0.4043287557731256
0,9,442.2,False,False,False,True,False,False,False,False,False,0.785663639314962
0,38,4026.4,False,False,False,True,False,False,False,False,True,0.6995490346779003
1,7,220.45,False,False,False,False,False,False,True,False,False,0.6574033211024373
0,26,1959.5,False,False,False,True,False,False,False,False,True,0.6398986634654245
0,56,3282.75,True,False,True,False,False,False,True,False,True,0.07527436501507932
0,49,923.1,True,False,False,False,False,True,False,True,False,0.030198242199677438
0,3,229.7,False,False,False,True,False,False,False,False,False,0.8298448317130125
1,1,74.4,False,False,False,True,False,False,False,False,False,0.8750425309808851
1,70,1462.05,False,True,True,False,False,True,False,True,False,0.0046187242202589286
0,23,1327.85,True,False,False,False,False,False,False,False,False,0.4271998398154082
0,65,3739.8,False,True,False,False,True,False,True,False,True,0.017693418547625205
1,69,7318.2,False,True,False,False,False,False,False,False,True,0.2068665826264789
0,1,55.4,False,False,False,True,False,False,False,False,False,0.8357161083229011
0,24,2238.5,False,False,False,True,False,False,False,False,False,0.7744019739579663
0,25,2395.7,False,False,False,True,False,False,False,False,True,0.703532036444592
0,17,323.15,True,False,False,False,False,True,False,True,False,0.15801280511908788
0,32,2201.75,True,False,False,False,True,False,True,False,True,0.16611693435592342
0,68,1377.7,False,True,False,False,False,True,False,True,False,0.004040082060435786
0,70,1411.2,False,True,True,False,False,True,False,True,False,0.0033052464749066717
0,54,5637.85,True,False,False,True,False,False,False,False,True,0.4730326549944321
0,15,289.3,False,False,False,False,False,True,False,True,False,0.30323638661477986
0,71,4748.7,True,False,True,False,False,False,True,False,True,0.060467495018819144
0,70,1433.8,False,True,True,False,False,True,False,True,False,0.0033436161877133954
1,53,5016.25,True,False,True,False,False,False,False,False,False,0.4618747153625275
0,2,194.55,False,False,False,True,False,False,True,False,True,0.6619591276995941
1,59,4590.35,False,True,True,False,False,False,False,False,False,0.14337922285736096
0,22,1821.95,False,False,False,False,False,False,False,False,False,0.6797571529128584
0,22,1615.1,False,False,False,False,False,False,False,False,False,0.6562585203681801
0,57,2782.4,False,False,False,False,False,False,True,False,True,0.1175046533986026
0,1,71.35,False,False,False,True,False,False,False,False,False,0.8368351230387616
0,10,1068.85,False,False,True,False,False,False,False,False,False,0.7443015631242673
1,55,2838.55,False,False,False,False,False,False,False,False,False,0.35756745614052665
0,43,993.15,True,False,False,False,False,True,False,True,False,0.045695540714016165
1,18,810.7,False,False,False,True,False,False,False,False,False,0.7695950579434059
0,2,188.1,False,False,True,False,False,False,True,False,False,0.6380269182051218
0,52,1270.25,False,True,False,False,False,True,False,True,False,0.010871478801807933
0,60,3766.2,False,True,False,False,True,False,True,False,True,0.02473500062499227
0,59,4949.1,False,False,False,True,False,False,False,False,False,0.5796677635425839
0,69,7028.5,False,True,False,True,False,False,False,False,True,0.19725869152542058
0,14,1415.55,False,False,False,True,False,False,False,False,False,0.8129112411114897
0,43,2640.55,True,False,True,False,False,False,True,False,True,0.12101836007871203
0,12,198.1,False,False,False,False,False,True,False,True,False,0.3359379845176248
0,8,162.15,False,True,False,False,True,True,False,True,False,0.08301892556317797
0,3,235.0,False,False,False,False,False,False,False,False,False,0.7664777979506197
0,58,6004.85,True,False,False,False,False,False,False,False,True,0.3585665636111409
0,13,816.8,False,False,False,False,True,False,True,False,False,0.5092423484500421
0,23,405.6,True,False,False,False,False,True,False,True,False,0.11657487017057071
0,17,1348.95,False,False,False,True,False,False,True,False,False,0.6595863969093969
0,52,5731.4,False,True,False,True,False,False,True,False,True,0.1784556949876727
0,32,2447.95,False,False,False,True,False,False,False,False,False,0.6931208644567648
0,36,1267.2,False,False,False,False,False,False,False,False,True,0.30239570253433873
1,67,1672.15,False,True,True,False,False,True,False,True,False,0.00625477934055681
1,29,2964.8,False,False,False,True,False,False,False,False,False,0.8301475716462409
0,65,7107.0,False,False,True,False,False,False,True,False,False,0.4926399202811571
1,41,3273.55,False,False,False,False,False,False,True,False,False,0.4952638174007514
0,60,3928.3,True,False,False,False,False,False,True,False,True,0.08679994872397534
0,53,1049.6,False,True,True,False,False,True,False,True,False,0.008353697570013332
0,68,1614.9,False,True,True,False,False,True,False,True,False,0.004180732894521389
1,2,165.4,False,False,False,True,False,False,False,False,False,0.8729379917914578
0,61,2117.2,False,False,False,False,False,False,True,False,False,0.09655445023659748
0,41,879.8,False,True,False,False,True,True,False,True,False,0.014720765193669647
1,69,5031.0,False,True,True,False,False,False,True,False,True,0.03995156410173583
1,35,2747.2,False,False,False,True,False,False,False,False,True,0.6674709410264057
0,7,354.05,False,False,False,False,True,False,True,False,False,0.5484202544926974
1,50,1306.3,True,False,False,True,False,True,False,True,False,0.06722571861571888
0,36,2188.5,True,False,True,False,False,False,True,False,False,0.20256968414780216
0,48,4834.0,False,False,True,False,False,False,False,False,True,0.5288899184254436
0,71,5924.4,False,True,False,False,False,False,True,False,True,0.04412077635122948
1,65,7108.2,False,True,False,True,False,False,True,False,True,0.20325103611336665
0,23,2341.55,False,False,False,True,False,False,False,False,False,0.7944365455430621
1,66,4174.35,True,False,True,False,False,False,True,False,True,0.08324799799760303
0,5,125.5,False,False,False,False,True,False,False,False,False,0.6867356335543254
1,72,8061.5,False,False,True,False,False,False,True,False,True,0.4813523529151938
0,2,45.3,False,False,False,False,True,True,False,True,False,0.42106599213603
0,12,246.25,False,False,False,False,True,True,False,True,False,0.29466836227397136
0,3,257.05,False,False,False,True,False,False,False,False,False,0.8318145454373378
0,72,6201.95,False,True,False,False,False,False,False,False,True,0.08143733557668556
1,18,1011.05,False,False,True,False,False,False,True,False,False,0.5613263223299747
0,39,2200.7,False,True,True,False,False,False,False,False,True,0.08385828088911867
1,26,2193.65,False,False,True,False,False,False,True,False,False,0.5809338398711478
0,72,4804.75,False,True,False,False,False,False,True,False,True,0.023772778860008455
0,3,89.05,False,False,False,False,True,True,False,True,False,0.41054330578106324
0,1,59.85,False,False,False,True,False,False,False,False,False,0.8360289286658463
0,34,2874.15,False,False,False,True,False,False,False,False,False,0.7112905777927335
0,11,838.7,False,False,False,True,False,False,True,False,False,0.6887814547304565
0,66,1253.8,False,True,False,False,False,True,False,True,False,0.00432309281175045
0,2,155.8,False,False,False,False,True,False,False,False,False,0.7305950678806918
0,8,574.5,False,False,False,False,False,False,True,False,True,0.5183863069850615
0,33,2406.1,False,False,False,False,False,False,False,False,False,0.581480137894478
0,72,1887.0,False,True,False,False,False,True,False,True,False,0.004032096664578708
0,58,3505.1,False,True,True,False,False,False,False,False,True,0.048721078189162006
0,30,2570.2,False,False,False,False,False,False,False,False,True,0.5563053189287577
0,5,100.4,False,False,False,True,False,False,False,False,False,0.8000803508508104
1,46,4972.1,False,False,False,True,False,False,True,False,True,0.6312188585378311
0,4,294.2,False,False,False,True,False,False,False,False,False,0.8251792478093233
0,40,2586.0,False,False,False,False,True,False,True,False,False,0.3033444171605083
0,72,5997.1,False,True,True,False,False,False,True,False,True,0.039491880761127016
0,49,4872.45,False,False,False,True,False,False,False,False,False,0.7190027553658636
0,1,54.9,False,False,False,True,False,False,True,False,False,0.7408117248345363
0,52,4338.6,False,False,False,True,False,False,False,False,False,0.615089447199018
0,72,1326.25,False,True,True,False,False,True,False,True,False,0.0027760684268309356
1,28,1096.6,True,False,False,True,False,False,False,False,False,0.49202904806060377
0,33,2964.05,False,False,False,True,False,False,False,False,False,0.7336975540224243
0,10,693.3,True,False,True,False,False,False,True,False,True,0.3076289390798178
0,16,1573.7,False,False,True,False,False,False,False,False,False,0.7176234419153197
0,22,1498.2,True,False,False,False,False,False,False,False,False,0.46499285479529906
0,58,1519.0,False,True,True,False,False,True,False,True,False,0.007654084107742391
0,72,7758.9,False,True,True,False,False,False,False,False,True,0.15285703285269456
0,10,568.2,False,False,True,False,False,False,True,False,False,0.5586455046394532
0,5,92.05,False,False,True,False,False,True,False,True,False,0.41028222974308387
0,2,141.45,False,False,False,True,False,False,False,False,False,0.8327225677934861
0,2,137.95,False,False,False,True,False,False,False,False,False,0.8324726031540642
0,2,117.05,False,False,False,False,True,False,False,False,True,0.6442398971679697
0,53,5566.4,False,True,False,False,False,False,True,False,True,0.11146670473736577
1,25,2291.2,False,False,False,True,False,False,False,False,False,0.8182404813056405
0,64,7222.75,True,False,False,True,False,False,True,False,True,0.3706348415197592
0,2,84.4,False,False,False,True,False,False,False,False,False,0.8286108752105538
0,16,1083.7,False,False,False,True,False,False,True,False,False,0.6436575716125844
0,39,1886.4,True,False,False,True,False,False,True,False,False,0.22505814010896466
0,35,901.25,False,False,False,True,False,True,False,True,False,0.19241016136619313
0,31,2227.8,False,False,False,True,False,False,False,False,False,0.6830194694165378
0,5,308.25,False,False,False,True,False,False,True,False,True,0.6302015457773321
1,72,8022.85,False,True,False,False,False,False,False,False,True,0.2350401757249683
0,2,174.75,False,False,False,False,True,False,True,False,False,0.606138424186736
0,61,5308.7,False,True,False,True,False,False,True,False,True,0.08825844700811873
0,31,1994.3,False,False,True,False,False,False,True,False,True,0.31043698993966945
0,2,77.15,False,False,True,False,False,False,False,False,True,0.6686821617746622
0,1,20.75,False,False,False,False,True,True,False,True,False,0.4340760824332872
0,1,20.35,False,True,False,False,True,True,False,True,False,0.11768819952643077
0,59,1192.3,False,True,False,False,False,True,False,True,False,0.006621471853555866
0,1,95.65,False,False,False,False,True,False,False,False,False,0.737412147495636
0,9,416.45,False,False,False,True,False,False,False,False,False,0.7834333706935699
0,14,1301.0,False,False,False,True,False,False,False,False,True,0.7362113816288088
0,12,1066.9,False,False,False,True,False,False,False,False,False,0.8056307679255086
0,47,3510.3,False,True,False,False,True,False,False,False,True,0.08511718580346081
0,7,349.8,False,False,False,True,False,False,False,False,False,0.7994905352817249
0,28,2509.25,True,False,False,True,False,False,False,False,True,0.4995297826107726
0,70,1378.75,False,True,False,False,False,True,False,True,False,0.0035460052310111413
0,26,494.9,False,True,True,False,False,True,False,True,False,0.03605634753621863
0,61,6010.05,False,False,False,True,False,False,False,False,False,0.6755879608804349
0,70,7069.3,True,False,False,True,False,False,False,False,False,0.4894175119389797
0,1,19.5,False,False,False,False,True,True,False,True,False,0.4339187459997072
1,37,3580.3,False,False,False,True,False,False,False,False,False,0.7983719330257903
0,60,5453.4,True,False,False,True,False,False,False,False,False,0.44696383589399574
1,71,7548.1,False,False,True,False,False,False,True,False,False,0.5279752644316
0,31,3143.65,False,False,False,True,False,False,False,False,False,0.7750360777735589
0,14,309.35,True,False,False,False,True,True,False,True,False,0.1545978901674784
0,50,5236.4,True,False,False,False,False,False,False,False,True,0.38949395601135484
0,1,19.75,False,False,False,True,False,True,False,True,False,0.586375988682519
1,41,4259.3,False,False,False,True,False,False,False,False,False,0.8117036883536476
1,30,1527.5,False,False,False,False,False,False,False,False,False,0.5952566182055876
1,64,1548.65,False,True,False,False,False,True,False,True,False,0.007790561103447132
1,7,475.0,False,False,False,True,False,False,True,False,True,0.6893148705869546
0,1,74.6,False,False,True,False,False,False,False,False,False,0.7596271148144156
0,51,4307.1,False,True,True,False,False,False,True,False,True,0.06435503995766907
0,50,4042.2,True,False,False,False,False,False,True,False,True,0.16279197238730128
0,44,865.05,True,False,False,False,False,True,False,True,False,0.04029649736441501
0,65,6744.25,True,False,False,False,False,False,False,False,True,0.34009091830815685
1,1,25.7,False,False,False,False,True,False,False,False,False,0.7869417887542626
0,2,96.45,False,False,False,False,True,False,False,False,False,0.7245675385628864
0,48,4904.25,False,True,True,False,False,False,True,False,True,0.10214438044230703
0,6,669.45,False,False,True,False,False,False,False,False,True,0.6776021199635568
0,35,2096.1,False,False,False,True,False,False,False,False,False,0.6076022796208246
0,22,1098.85,False,False,False,True,False,False,False,False,False,0.6858634422705625
0,72,4549.05,False,True,False,False,False,False,True,False,True,0.020914500311885353
1,55,4154.55,True,False,False,True,False,False,True,False,True,0.23145058748871175
0,69,7261.75,False,True,True,False,False,False,True,False,True,0.08737324801419355
1,72,5329.0,False,True,True,False,False,False,False,False,False,0.09418138842396107
1,1,91.3,False,False,False,True,False,False,False,False,False,0.8759863330559504
0,26,2715.3,False,True,False,True,False,False,False,False,True,0.3128429428809021
0,23,454.0,False,True,False,False,True,True,False,True,False,0.03774042327964441
0,2,35.1,False,False,True,False,False,True,False,True,False,0.4514622575171472
0,2,151.8,False,False,False,True,False,False,False,False,False,0.8334600050815832
1,40,4188.4,True,False,True,False,False,False,False,False,True,0.4734341298509169
0,1,94.6,False,False,False,True,False,False,False,False,False,0.8384552866669763
1,27,1929.35,False,False,False,False,False,False,True,False,False,0.552955760012409
0,9,663.05,False,False,False,False,True,False,True,False,True,0.4593827825230105
1,50,4367.35,False,False,False,True,False,False,False,False,False,0.7160264580431402
0,46,845.6,True,False,False,False,False,True,False,True,False,0.03516847469908098
0,15,387.9,False,True,False,False,True,True,False,True,False,0.060283869887958336
0,23,1843.05,True,False,False,True,False,False,True,False,False,0.44847763511316163
0,2,114.15,False,False,False,True,False,False,False,False,False,0.8307649268906215
0,18,1597.25,False,False,True,False,False,False,False,False,False,0.6928108482398173
1,70,5212.65,False,True,False,False,False,False,False,False,True,0.07666468183981509
0,9,422.3,True,False,False,False,True,False,True,False,False,0.34768321780850686
0,30,2000.2,False,False,False,True,False,False,True,False,True,0.4394436262658483
0,15,1151.55,False,False,False,False,True,False,True,False,False,0.5192464913875448
1,39,3413.25,False,False,False,True,False,False,False,False,False,0.7611646311898568
0,12,611.65,False,False,False,True,False,False,False,False,False,0.7664893909896617
0,19,1682.4,False,False,False,False,True,False,False,False,True,0.5691419780849721
1,24,1291.3,False,False,True,False,False,False,False,False,False,0.6392156189329212
0,67,6886.25,False,False,True,False,False,False,True,False,False,0.43191720675816386
0,69,4176.7,False,True,False,False,False,False,True,False,True,0.021046405206717196
0,55,4600.95,False,False,False,True,False,False,True,False,False,0.4575338849320315
0,52,3342.45,False,True,True,False,False,False,True,False,False,0.05453274789889944
0,17,1617.5,False,False,False,True,False,False,True,False,False,0.6897729616681489
0,19,953.65,False,False,False,False,True,False,False,False,True,0.47625184139793675
0,39,3017.65,False,False,False,True,False,False,False,False,False,0.6562206883508503
0,40,2647.1,False,False,False,False,True,False,True,False,True,0.23431798222785266
0,26,518.3,False,False,False,False,True,True,False,True,False,0.16060158342098907
0,1,19.9,False,False,False,False,True,True,False,True,False,0.4339690922109054
1,18,1422.65,False,False,False,True,False,False,False,False,False,0.8204784826180428
1,15,1147.45,False,False,True,False,False,False,False,False,False,0.7483628301547187
0,2,42.45,False,False,False,False,True,True,False,True,False,0.4207100432096137
0,1,79.35,False,False,False,False,False,False,False,False,False,0.775607522758253
0,23,2192.9,False,False,False,False,True,False,False,False,False,0.6594744842643157
0,72,4758.8,False,True,False,False,False,False,True,False,True,0.023232438107713468
0,2,41.2,False,False,False,False,True,True,False,True,False,0.4205539512414066
1,70,6306.5,False,True,True,False,False,False,True,False,True,0.06968867778206557
0,46,927.1,False,True,False,False,True,True,False,True,False,0.010899031594738729
0,36,620.75,True,False,False,False,True,True,False,True,False,0.048077369150513694
0,72,7881.2,False,True,True,False,False,False,True,False,True,0.09744476043773014
0,6,297.35,False,False,False,False,True,False,False,False,True,0.6042598770694034
0,4,94.5,False,False,True,False,False,True,False,True,False,0.4265833699199767
0,1,85.45,False,False,False,False,True,False,False,False,False,0.73639884978362
0,1,83.4,False,False,False,False,True,False,True,False,True,0.5165104282644151
0,13,1358.85,False,False,False,True,False,False,True,False,False,0.7169695805256862
0,64,3147.5,False,True,False,True,False,False,True,False,True,0.02558792422576016
0,8,343.45,False,True,False,False,True,False,True,False,True,0.11816575444467504
0,72,8041.65,False,True,False,False,False,False,False,False,True,0.18538150691462646
0,1,75.45,False,False,False,True,False,False,False,False,False,0.8371217762376746
0,4,399.25,False,False,False,False,True,False,False,False,True,0.6472420125844335
0,1,49.85,False,False,False,True,False,False,False,False,False,0.835325289914961
0,62,1424.6,False,True,False,False,False,True,False,True,False,0.006126548893994834
1,34,3190.25,False,False,False,True,False,False,False,False,True,0.7289947798239292
0,1,44.4,False,False,False,True,False,False,False,False,False,0.8349407872353938
0,24,2391.8,False,False,False,True,False,False,False,False,False,0.7878289267624548
0,72,7609.75,False,True,False,False,False,False,True,False,False,0.1308023239976341
0,1,19.95,False,False,True,False,False,True,False,True,False,0.46585607216282227
1,63,6479.4,False,False,False,True,False,False,False,False,False,0.7599598651400781
0,66,7082.5,False,True,False,False,False,False,True,False,False,0.14558993725211852
0,61,4914.8,True,False,False,True,False,False,False,False,False,0.3647825559790019
0,67,1311.75,False,True,False,False,False,True,False,True,False,0.004170681199007574
0,12,1115.15,True,False,False,False,True,False,False,False,False,0.5261786968355852
0,19,610.2,False,False,False,False,True,False,True,False,False,0.3861982218309812
0,67,1430.95,False,True,False,False,False,True,False,True,False,0.004432197286829098
0,13,1029.35,False,False,True,False,False,False,True,False,False,0.5682577976997097
0,1,45.15,False,False,False,False,True,False,False,False,False,0.7323708547269583
0,3,264.85,False,False,False,False,False,False,False,False,False,0.7692043316501869
0,3,75.45,False,False,False,False,True,True,False,True,False,0.4088579518733449
0,17,1743.5,False,False,False,True,False,False,True,False,False,0.7034166664008586
0,52,2790.65,True,False,False,True,False,False,True,False,False,0.1641471779803389
0,51,997.75,True,False,False,False,True,True,False,True,False,0.02234454433130343
1,5,415.55,False,False,False,False,True,False,False,False,False,0.7761544992241237
1,29,1025.15,False,False,False,False,True,False,False,False,False,0.4945077746124921
0,1,20.15,False,False,True,False,False,True,False,True,False,0.46588157305097866
0,1,20.15,False,False,False,False,True,True,False,True,False,0.4340005592850012
0,42,3923.8,True,False,True,False,False,False,True,False,False,0.29409760961619685
0,1,19.65,False,False,False,False,True,True,False,True,False,0.43393762566914296
0,16,1422.1,False,False,False,True,False,False,False,False,False,0.792640821185297
0,11,492.0,False,False,True,False,False,False,False,False,False,0.6697661933190054
1,26,2381.55,False,False,False,True,False,False,False,False,False,0.8153309759060131
0,54,3283.05,True,False,False,True,False,False,False,False,True,0.21172036909561362
0,30,2866.45,False,False,True,False,False,False,False,False,False,0.6625714216024189
1,66,5154.6,False,True,True,False,False,False,True,False,True,0.05123361959973914
0,72,7726.35,False,True,False,False,False,False,True,False,True,0.09813591318301747
0,12,269.65,False,True,False,False,False,True,False,True,False,0.08364299641081929
0,19,1934.45,False,False,False,True,False,False,True,False,True,0.6096911440538579
0,9,593.85,False,False,False,False,True,False,True,False,True,0.4505902506602785
0,0,1397.475,False,True,False,False,True,False,False,False,True,0.4091033309264812
0,66,1699.15,True,False,False,False,False,True,False,True,False,0.014931872158953797
1,10,362.6,False,False,False,False,False,False,False,False,False,0.7509361441257227
0,56,1385.85,False,True,False,False,True,True,False,True,False,0.007171500708375175
0,67,1372.9,False,True,False,False,False,True,False,True,False,0.0043028613425707685
0,64,3845.45,False,True,False,False,False,False,True,False,True,0.024583345625902316
0,64,5129.3,False,True,False,False,True,False,True,False,True,0.037724729952903546
1,13,849.1,False,False,False,False,False,False,False,False,False,0.7605469714417148
0,5,453.4,False,False,False,True,False,False,False,False,True,0.765612816647982
0,4,135.75,False,False,False,False,True,False,True,False,False,0.5694598627030677
0,45,886.4,False,True,False,False,False,True,False,True,False,0.014102534845197483
